No,title,abstrak,truelabel,, 
64,Gambaran Klinis Penderita Penyakit Ginjal Kronik yang Menjalani Hemodialisis di RSUP Dr. M. Djamil Padang,"""Gambaran klinis Penyakit Ginjal Kronik (PGK) terlihat nyata bila ureum darah lebih dari 200 mg/dl. Uremia menyebabkan gangguan fungsi hampir semua sistem organ seperti; gangguan cairan dan elektrolit, metabolikendokrin, neuromuskular, kardiovaskular dan paru, kulit, gastrointestinal, hematologi serta imunologi. Hemodialisis merupakan suatu usaha untuk mengurangi gejala uremia tersebut, sehingga gambaran klinis pasien juga dapat membaik. Tujuan penelitian ini adalah untuk mengetahui gambaran klinis penderita PGK yang menjalani hemodialisis di RSUP Dr. M. Djamil Padang. Jenis penelitian ini adalah deskriptif observasional. Sampel mencakup semua pasien PGK yang menjalani hemodialisis di RSUP Dr. M. Djamil Padang tahun 2015 yang memenuhi kriteria inklusi, sehingga didapatkan sebanyak 104 sampel. Jenis data adalah data sekunder yang diperoleh dari rekam medik. Hasil penelitian menunjukkan kebanyakan pasien adalah kelompok usia 40-60 tahun sebanyak 62,5% dan sebagian besar jenis kelamin pria sebanyak 59 pasien (56,7%). Gambaran klinis paling banyak berupa keadaan gizi sedang 94,2%, diikuti dengan kadar Hb 7-10g/dl 68,3%, konjungtiva anemia 62,5%, edema perifer 53,8%, hipertensi derajat 1 32,7%, lemah, letih, lesu sebanyak 30,8%, dan mual 12,5%. Simpulan penelitian ini adalah gambaran klinis penderita PGK yang menjalani hemodialisis di RSUP Dr. M. Djamil Padang terbanyak yaitu anemia hipertensi derajat satu, keadaan gizi
sedang, konjungtiva anemia, dan edema perifer.""",3,,
65,CYBER-SECURITY DAN TANTANGAN PENGEMBANGANNYA DI INDONESIA,"Indonesia saat ini tengah dalam keadaan mendesak cyber-security atau keamanan dunia maya karena melihat kenyataan bahwa tingkat kejahatan di dunia maya atau cyber crime di Indonesia sudah mencapai tahap memprihatinkan. Namun berbeda dengan penanganan kejahatan lainnya, cyber-security membutuhkan pemikiran yang komprehensif untuk menanganinya. Karena itu tulisan ini membahas tentang bagaimana kebijakan cyber-security yang telah dijalankan di Indonesia selama ini dan bagaimana prospek dan tantangan bagi pengembangan kebijakan cyber-security di Indonesia.",0,,2
66,Pendekatan K-Means Clustering untuk Segmentasi Pelanggan Cerdas Menggunakan Data Perilaku Pembelian Pelanggan,"Sistem e-commerce telah menjadi lebih populer dan diimplementasikan di hampir semua bisnis daerah. Sistem e-commerce adalah platform untuk memasarkan dan mempromosikan produk kepada pelanggan melalui online. Segmentasi pelanggan dikenal sebagai proses membagi pelanggan menjadi kelompok-kelompok yang memiliki karakteristik serupa. Tujuan dari segmentasi pelanggan adalah untuk menentukan bagaimana menangani pelanggan di setiap kategori untuk meningkatkan keuntungan setiap pelanggan bagi bisnis. Segmentasi pelanggan membantu bisnis untuk mengidentifikasi pelanggan mereka yang menguntungkan untuk memenuhi kebutuhan mereka dengan mengoptimalkan layanan dan produk. Oleh karena itu, segmentasi pelanggan membantu sistem E-commerce untuk mempromosikan produk yang tepat kepada pelanggan yang tepat dengan maksud untuk meningkatkan keuntungan. Ada beberapa jenis faktor segmentasi pelanggan yang demografis psikografis, perilaku, dan geografis. Dalam penelitian ini, faktor perilaku pelanggan telah difokuskan. Oleh karena itu pengguna akan dianalisis menggunakan algoritma clustering dalam menentukan perilaku pembelian sistem E-commerce. Tujuan pengelompokan adalah untuk mengoptimalkan kesamaan eksperimental di dalam kluster dan untuk memaksimalkan perbedaan di antara kluster. Dalam penelitian ini terdapat hubungan antara tiga cluster: event type, produk, dan kategori. Dalam penelitian ini, pendekatan yang diusulkan menganalisis kelompok yang memiliki kriteria serupa untuk membantu vendor mengidentifikasi dan fokus pada segmen yang menguntungkan tinggi hingga segmen yang paling tidak menguntungkan. Jenis analisis ini dapat memainkan peran penting dalam meningkatkan bisnis. Mengelompokkan pelanggan mereka berdasarkan faktor perilaku yang sama untuk mempertahankan pelanggan mereka dalam jangka panjang dan meningkatkan keuntungan bisnis mereka. Hal ini juga memungkinkan paparan e-offer yang tinggi untuk mendapatkan perhatian pelanggan potensial. Untuk mengolah data yang terkumpul dan mensegmentasi pelanggan, digunakan algoritma pembelajaran yang dikenal dengan K-Means clustering. K-Means clustering diimplementasikan untuk mengatasi masalah clustering.",0,,
67,Otomasi Kandang Dalam Rangka Meminimalisir Heat Stress Pada Ayam Broiler Dengan Metode Naive Bayes,"Kenaikan suhu yang melebihi zona nyaman mengakibatkan heat sress pada ayam broiler, dimana ayam 
akan mengalami penurunan pertumbuhan, penurunan pakan, kegelisahan, peningkatan konsumsi air dan 
berujung pada kematian. Suhu zona nyaman ayam broiler berkisar antara 20-25°C dan kelembaban 
berkisar 50-70%, sedangkan permasalahan saat ini suhu di indonesia berfluktuasi antara 29-36°C. 
Berdasarkan masalah tersebut dibuatkan sistem otomasi untuk meminimalisir heat stres. Pada penelitian 
ini menggunakan 2 parameter yaitu suhu dan kelembaban dari pembacaan sensor DHT11 sebagai 
masukan dan keluaran berupa kecepatan kipas dan buka tutup tirai pada sistem. Untuk menentukan 
keluaran menggunakan metode perhitungan klasfikasi metode Naive Bayes. Dapat disimpulkan bahwa 
sistem ini mampu meminimalisir heat stress dengan pengujian yang dilakukan selama 2 minggu dengan 
menggunakan 600 ekor ayam broiler dimana kematian ayam sebelum menggunakan sistem otomasi 
yaitu berjumlah 64 dan sesudah menggunakan sistem otomasi yaitu 31 ekor.",2,,
68,PEMBELAJARAN PERANCANGAN SISTEM KONTROL PID DENGAN SOFTWARE MATLAB,Pembelajaran sistem kontrol PID pada mata kuliah Sistem Kontrol di perguruan tinggi kebanyakan masih menggunakan metoda analisis trial and error dengan perhitungan manual. Metode pembelajaran semacam ini mempunyai kelemahan yaitu memerlukan waktu yang lama dan mempunyai tingkat kesulitan yang tinggi. Untuk lebih meningkatkan pemahaman mahsiswa dalam materi sistem kontrol dapat digunakan media pembelajaran berbantuan komputer. Matlab merupakan salah satu software yang sangat membantu pemahaman mahasiswa dalam pembelajaran untuk melihat tanggapan berbagai kombinasi parameter dengan variasi masukan yang berbeda. Dari hasil penelitian tindakan kelas didapatkan hasil yang cukup signifikan dalam peningkatan pemahaman mahasiswa dalam mata kuliah sistem kontrol khususnya materi aksi kontrol PID.,1,,
69,Kontrol Kecepatan Motor DC Menggunakan PID Kontroler Yang Ditunning Dengan Firefly Algorithm,"Konstruksi motor Direct Current DC sangat mirip dengan generator DC. Diperlukan pengaturan kecepatan motor dengan beberapa metode kontroler, agar diperoleh metode terbaik untuk model motor DC. Pemodelan system pengaturan motor Motor DC harus disesuaikan dengan karakteristik motor DC dan model pengaturannya. Metode kontrol Proporsional-Integral-Derivative (PID) banyak diterapkan di bidang industri. Kontroler ini memiliki parameter-parameter pengontrol, yaitu Kp, Ki, dan Kd. Ketiga parameter tersebut diturunkan dari perhitungan matematis pada metode PID konvensional. Metode osilasi Ziegler-Nichols merupakan sebuah metode penalaan PID yang dapat dilakukan secara otomatis tanpa memodelkan sistem. Paper ini digunakan untuk membandingkan perancangan kecepatan motor DC tanpa controller, dengan manual controller, dengan PID tanpa Artificial Intelegence (AI) dan dengan menggunakan Proporsional-Integral-Derivative (PID) yang dituning dengan 2 (dua) AI. AI yang digunakan adalah Firefly Algorithm (FA). Sistem kontrol kecapatan motor DC yang paling baik adalah kontrol PID_FA, kemudian dengan kontrol, PIDZN, PID dan Nonkontrol. Didapatkan nilai; overshoot tanpa kontrol 0, settling time 7,75 detik, overshoot PID standart 1,347, settling time 10 detik, overshoot PID-ZN 1,576 settling time 2 detik, , overshoot PID-FA 1,203 settling time 1,25 detik",1,,
70,Optimasi Frekuensi Kontrol pada Sistem Hybrid Wind-Diesel Menggunakan PID Kontroler Berbasis ACO dan MFA,"Kekuatan dari sistem pembangkitan dipengaruhi secara kuat oleh perubahan frekuensi. Sistem pembangkitan angin dipengaruhi secara kuat oleh besaran dan kecepatan kenaikan daya masukan. Sistem pembangkitan gabungan angin-diesel diperlukan untuk memperoleh kualitas daya yang optimal. Sistem hibrida berupa jaringan terkontrol dari beberapa sumber energi terbarukan seperti turbin angin, sel surya, mikro hidro, dan sebagainya. Pengaturan gain yang tidak optimal dan waktu konstan kecil pada Kontrol Frekuensi Beban (KFB), menyebabkan kemampuannya menjadi lemah (garis lemah). Dalam praktiknya, sistem angin-diesel dikendalikan dengan pengontrol PID. Pengaturan nilai gain PID adalah metode konvensional, yang membuat sulit untuk mendapatkan nilai yang optimal. Dalam penelitian ini, desain kontrol menggunakan Metode Cerdas digunakan untuk mencari nilai PID yang optimal untuk menyesuaikan frekuensi beban dengan program Matlab. Penelitian ini menggunakan Ant Colony Optimization (ACO) dan Modification Firefly Algorithm (MFA). Untuk perbandingan, digunakan metode tanpa kontrol, metode PID konvensional, dan metode penyetelan otomatis Matlab. Pemodelan angin-diesel menggunakan fungsi transfer dari diagram turbin angin dan diesel. Hasil penelitian menunjukkan bahwa undershoot terkecil adalah Kontrol PID-MFA sebesar -1,529.10-4 dan waktu penyelesaian tercepat pada Kontrol PID-ACO adalah 11,5 detik.",1,,
71,Kontrol PID Untuk Pengaturan Kecepatan Motor DC Dengan Metode Tuning Direct Synthesis,"Kontroler PID adalah kontroler yang sampai sekarang masih banyak digunakan di dunia industri. Hal yang krusial pada desain kontroler PID ini ialah menentukan parameter kontroler atau tuning. Dari banyak metode tuning yang telah dikembangkan saat ini, akan dibahas metode tuning Direct Synthesis. PLC yang umumnya digunakan sebagai alat pengatur urutan bisa dimanfaatkan sebagai kontroler PID digital dengan memanfaatkan modul ASCII (Omron) yang bisa mengadaptasi pemrograman dalam bahasa BASIC. Dengan mengintegrasikan PLC sebagai kontroler PID dan motor DC sebagai plant, metode tuning DirectSynthesis dapat diimplementasikan. Dari hasil eksperimen, terbukti bahwa penggunaan kontroler PID dengan metode tuning Direct Synthesis untuk pengaturan kecepatan motor DC memberikan perbaikan kriteria performansi pada plant yang signifikan jika dibandingkan dengan plant tanpa kontroler.",1,,
72,Cybercrime dan Cybersecurity pada Fintech: Sebuah Tinjauan Pustaka Sistematis,"Penelitian ini bertujuan untuk mengetahui tantangan cybercrime yang dihadapi industri fintech serta tindakan antisipasi berupa cybersecurity untuk menanggulangi tantangan tersebut. Penelitian ini menggunakan metode tinjauan pustaka sistematis dari berbagai artikel yang membahas cybercrime dan cybersecurity pada fintech yang dipublikasikan pada database online bereputasi. Hasil penelitian menunjukkan bahwa masalah cybercrime pada fintech meliputi regulasi cybercrime yang belum kuat, pencurian data dan informasi serta pencurian kekayaan intelektual sehingga memberikan dampak pada reputasi fintech. Cybersecurity untuk menanggulangi cybercrime pada fintech dapat melalui tindakan proaktif, penguatan regulasi dan pembentukan kerangka kerja atau prosedur cybersecuriy yang handal. Implikasi penelitian ini sebagai tambahan referensi bagi akademisi, praktisi, regulator dan pelaku fintech terkait perkembangan cybercrime dan cybersecurity pada fintech. Keterbatasan penelitian ini sebatas memberikan gambaran dan elaborasi dari hasil penelitian dari masing-masing artikel yang dipilih, namun tidak memberikan analisis lanjutan mengenai keterkaitan antar artikel yang dibahas. Rekomendasi penelitian selanjutnya dapat menambah ruang lingkup artikel yang diteliti atau menerapkan metode tinjauan pustaka lain atau melakukan penelitian empiris untuk mengkonfirmasi hasil penelitian ini.",0,,
73,IMPLEMENTASI ALGORITMA RSA DAN ONE TIME PASSWORD (OTP) UNTUK PENGAMANAN DATA PENGGUNA DAN PROSES TRANSAKSI PADA WEBSITE E-COMMERCE,"Kecanggihan teknologi dan penyebaran informasi memberikan kemudahan, namun banyak pihak menyalahgunakan kecanggihan tersebut untuk melakukan tindak kejahatan dan salah satu sasarannya adalah keamanan data, sepanjang bulan Mei 2020 telah terjadi kasus kebocoran, upaya pencurian dan penjualan terhadap jutaan data pengguna pada website e-commerce, peristiwa ini terjadi dikarenakan kurangnya tindakan untuk mengamankan data. Dalam penelitian ini telah dibangun sebuah sistem keamanan pada website e-commerce menggunakan Algoritma RSA dan One Time Password (OTP). Algotirma RSA digunakan untuk pengamanan database dengan proses enkripsi dan dekripsi data sedangkan OTP digunakan untuk pengamanan proses registrasi, login serta transaksi melalui verifikasi OTP. Hasil pengujian terhadap pengamanan 30 data pengguna berhasil dilakukan dengan data tersimpan berbentuk ciphertext dan dapat didekripsikan kembali menjadi plaintext, namun terdapat beberapa data ciphertext hasil enkripsi memiliki kombinasi angka yang sama dikarenakan rentang nilai bilangan prima untuk pembangkitan kunci masih minim, kemudian pengamanan transaksi dengan OTP berhasil diterapkan dengan kondisi verifikasi OTP akan berhasil jika kode OTP yang dimasukkan benar dan masa berlaku kode OTP belum berakhir.",0,,
74,"Uji parameter spesifik dan nonspesifik simplisia daun senggani 
(Melastoma malabathricum L.)","Latar belakang: Simplisia daun senggani adalah bahan alami yang berupa berupa serbuk kering daun senggani. 
Simplisia perlu dilakukan uji untuk menjamin mutu dan keamanan bagi konsumen, serta menjaga keseragaman 
khasiatnya. Penelitian ini bertujuan untuk mengetahui kualitas serbuk hasil simplisia daun senggani (Melastoma 
malabathricum L.) dari Pontianak, Kalimantan Barat. Metode: Uji simplisia daun senggani dilakukan dengan 
melihat parameter spesifik dan nonspesifik simplisia. Hasil: Hasil uji parameter spesifik yaitu uji organoleptis 
menunjukkan bentuk simplisia daun senggani adalah butiran kasar, berwarna coklat kehijauan, dengan rasa kelat, 
serta memiliki aroma yang aromatis kuat. Uji parameter nonspesifik didapatkan kadar abu total adalah sebesar 
6,369% dan kadar abu tidak larut asam adalah 3,543%. Kesimpulan: Uji organoleptis dan uji kadar abu 
simplisia memenuhi syarat, tetapi hasil uji kadar abu tidak larut asam tidak memenuhi syarat.",2,,
75,Strategi Penguatan Cyber Security Guna Mewujudkan Keamanan Nasional di Era Society 5.0,"Konsep Society 5.0 berpusat pada manusia. Dimana penggerak utama industri adalah teknologi dan masyarakat modern. Di era teknologi dan informasi berkembang dengan pesat memiliki dampak terhadap seluruh aspek kehidupan. Salah satunya adalah aspek keamanan berupa ancaman cyber crime. Oleh karena itu cyber security mempunyai peran vital untuk mencegah terjadinya cyber crime. Tujuan ini adalah untuk memperoleh gambaran tentang cyber crime dan tantangannya kedepan, strategi cyber security di Indonesia serta penguatan cyber security di Indonesia dalam rangka mewujudkan keamanan nasional di era society 5.0. Metode penelitian yang digunakan adalah pendekatan kualitatif dan deskriptif analitis dengan teknik pengumpulan data menggunakan studi pustaka dari penelitian sebelumnya dan data sekunder lainnya. Dari penelitian inipandemi Covid-19 menjadi topik utama dalam tren keamanan siber. Para peretas memanfaatkan keresahan masyarakat sebagai celah dalam meluncurkan berbagai serangan, mulai dari phishing hingga ransomware, kasus kebocoran data 91 juta pengguna situs belanja online Tokopedia dan kebocoran data 1,2 juta pengguna situs Bhinneka. Indonesia pun terdampak oleh kasus keamanan siber global seperti Coronavirus Ransomware, Covidlock Malware, peretasan Border Gateway Protocol, kerentanan pada produk router Draytek Vigor, adanya Remote Code Execution pada beberapa versi produk sistem operasi Windows, kerentanan terjadinya Arbitrary Code Execution pada seluruh sistem operasi Google Android, hingga eksploitasi produk Solar Winds Orion Platform. Kesimpulannya adalah saat ini Indonesia tengah dalam keadaan darurat cyber security dan sudah mencapai tahap memprihatinkan. Strategi cyber security yang harus dilakukan Indonesia untuk mewujudkan keamanan nasional di era society 5.0, adalah 1) capacity building, 2) Pembentukan undang-undang khusus tentang tindak pidana siber, 3) Peningkatan sumberdaya manusia, 4) Kerjasama stakeholder di dalam negeri dan kerjasama internasional bidang cyber security untuk mewujudkan keamanan nasional di era society 5.0.",0,,
76,Pengaturan Level Ketinggian Air Menggunakan Kontrol PID,"Makalah ini menjelaskan tentang aplikasi sistem kontrol pada pengaturan level ketinggian air. Metode kontrol yang digunakan dalam sistem ini adalah kontrol proporsional integral derivatif (PID). Semua proses kontrol dan akuisisi data dilakukan dengan menggunakan komputer (PC). Pengujian sistem telah dilakukan untuk mengontrol level air dengan ketinggian antara 0 – 30 cm. Pengujian dilakukan dengan beberapa variasi parameter kontrol PID dengan input berupa fungsi step. Dari hasil pengujian didapatkan bahwa parameter sistem kontrol level ketinggian air adalah Kp = 1 – 10, Ki = 0,1 – 5 dan Kd = 0,1 – 10.",1,,
77,Particle Swarm Optimization (PSO) Sebagai Tuning PID Kontroler Untuk Kecepatan Motor DC,"Steering Control adalah sistem kemudi yang dirancang untuk akurasi pergerakan steer terhadap lintasan kendaraan dan memperingan sistem kemudi. Pada penelitian ini sistem kemudi menggunakan Ant Colony Optimization (ACO). Pada penelitian ini akan dikembangkan model Fully Automatic Steer By Wire System menggunakan 10 Degree Of Freedom (DOF) terdiri dari 7-DOF Vehicle Ride Model dan 3-DOF Vehicle Handling Model. Dari hasil ACO dibandingkan dengan metode PID konvensional didapatkan hasil yang lebih baik. Dari hasil simulasi didapatkan bahwa Ant Colony Optimization (ACO) pada kecepatan default (13.8 km/h) didapatkan nilai kp = 584,0150, ki = 4,1046, kd = 0,2014 dan mampu mengontrol dengan kecpatan mencapai 69,0 km/h dengan overshot terkecil, yaitu 0,00621 pada C-RMS Error.",1,,
78,Pengaturan Kecepatan Motor DC dengan Menggunakan Mikrokontroler Berbasis Fuzzy-PID,"Fuzzy logic control method has been implemented in the research relevance the setting motor is used for setting the room temperature and DC motor rotation. Setting the room temperature settings from a DC motor which rotates the rotation of a fan to stabilize at room temperature. Desired conditions in this study is that although interference with the load varies, but keep the room temperature stability can be maintained as desired. The advantage is the application of fuzzy logic controller will be more stable system that looks at the response of output produced and the system resistance to interference. With fuzzy logic controller system is easier to be adapted to various conditions in order to generate the control system stable and reliable.",1,,
79,Kontrol sudut elevasi robot pelontar softsaucer dengan metode PID,"Teknologi elektronika berkembang pesat. Salah satunya pada bidang robotika. Robot pelontar, merupakan sebuah pengembangan teknologi sederhana hingga teknologi yang kompleks. Pengembangan robot yang paling sederhana adalah pengembangan dalam bidang pendidikan, salah satunya termasuk penggunaan robot pelontar untuk mengatasi masalahan dalam lomba KRI 2017. Dalam lomba ini, robot pelontar mampu menembakkan peluru yang disebut dengan softsaucer kearah tiang yang memiliki penampang, dan terdapat objek tembak di atas penampangnya. Tujuan dari pelamparan softsaucer kearah bidang tembak adalah untuk menjatuhkan objek tembak dari atas bidang tembak. Penembakan softsaucer oleh robot pelontar kearah bidang tembak memiliki jarak yang sudah ditentukan. Letak bidang tembak yang memiliki jarak yang berbeda – beda dari robot membuat robot harus bisa menyesuaikan sudut elevasi tembakan agar objek tembak berhasil dijatuhkan. Sensor SRF08 digunakan untuk mengukur jarak dari robot ke bidang tembak dengan bantuan laser pointer, agar jarak yang diukur merupakan jarak dari robot ke bidang tembak. Agar pelontaran softsaucer bisa mengenai sasaran, digunakan metode PID, dimana mencari nilai konstantanya dengan cara Trial and Error. Setelah dilakukan tuning, dengan nilai konstanta Kp= 40, Ki= 5, Kd= 37, robot dapat menyesuaikan sudut elevasi tembakan dengan respon waktu yang cepat yaitu 5 detik.",0,,1
80,Pembuatan Cuka Alami Buah Salak dan Pisang Kepok Beserta Kulitnya Teknik Fermentasi,"Cuka adalah suatu zat yang dibuat dari berbagai bahan yang bergula atau berpati melalui fermentasi alkohol yang diikuti oleh fermentasi asetat. Cuka yang beredar di masyarakat biasanya terbuat dari bahan-bahan kimia yang berbahaya bagi tubuh, secara industri dengan menggunakan metode sintesis kimia murni. Untuk itu perlu dibuat inovasi alami dalam pembuatan cuka buah yaitu salak dan pisang kepok beserta kulitnya. Buah salak dan pisang kepok merupakan buah yang banyak terdapat di berbagai wilayah Indonesia yang mengandung kadar karbohidrat yang tinggi sehinggga dapat dimanfaatkan sebagai bahan baku pembuatan cuka. Tujuan dari penelitian ini adalah untuk mengetahui efektifitas pembuatan cuka alami buah salak dan pisang kepok beserta kulitnya dengan teknik fermentasi. Hasil penelitian menunjukan bahwa kadar asam cuka sebesar 0,042 %, memiliki aroma yang kurang sedap,larutan berwarna putih dan nilai pH 4,5 sehingga belum memenuhi kadar cuka yang dipasarkan dan dikonsumsi masyarakat yaitu minimal 4 %(4 g asam asetat per 100 ml)",2,,1
81,FAKTOR-FAKTOR YANG MEMPENGARUHI TERJADINYA STUNTING DI PUSKESMAS TALUN KENAS KECAMATAN SENEMBAH TANJUNG MUDA HILIR KABUPATEN DELI SERDANG TAHUN 2022,"Kejadian balita pendek atau biasa disebut dengan stunting merupakan salah satu masalah gizi yang dialami balita di dunia saat ini. Persentase stunting balita di Provinsi Sumatera Utara sebesar 7,4%, hal ini menjadi tantangan dalam melaksanakan kegiatan yang berkontribusi terhadap pencapaian target pencegahan stunting, termasuk situasi pandemi menyebabkan terganggunya pelayanan gizi khususnya di fasilitas pelayanan kesehatan dan posyandu akibat pembatasan mobilitas masyarakat untuk mencegah penyebaran virus Covid-19. Tujuan dari penelitian ini adalah untuk mengetahui faktor-faktor yang mempengaruhi terjadinya stunting. Desain Penelitian ini dilakukan dengan menggunakan desain cross sectional. Teknik pengambilan sampel dengan total sampling sebanyak 42 orang. Analisis bivariat menggunakan uji chi square. Hasil penelitian menunjukkan bahwa ada hubungan antara variabel berat badan lahir p=0,006, panjang badan lahir p=0,002, pemberian ASI eksklusif p=0,025, status ekonomi p=0,008 dan stunting. Bagi keluarga yang memiliki anak dengan BBLR, panjang badan lahir yang pendek dapat mengantisipasi dan memberikan asuhan yang baik untuk tumbuh kembangnya. balita melalui komunikasi, informasi dan edukasi, promosi atau penyuluhan kesehatan, workshop dan lain-lain.",3,,
82,"IDENTIFIKASI SENYAWA ALKALOID, FLAVONOID, SAPONIN, DAN TANIN PADA JERUK NIPIS (Citrus aurantifolia) DI KABUPATEN BONE KECAMATAN LAMURU MENGGUNAKAN METODE INFUSA","Senyawa kimia adalah zat kimia murni yang terdiri dari dua atau beberapa unsur, yang dapat dipecah-pecah lagi menjadi unsur-unsur pembentuknya dengan reaksi kimia tersebut. Penelitian ini bertujuan untuk mengidentifikasi senyawa kimia yang terdapat pada daun jeruk nipis (Citrus aurantifolia). Penelitian ini dilakukan dengan ekstraksi cara panas (Infusa) pada sampel simplisia daun jeruk nipis. Pengambilan sampel diambil di daerah bone kecamatan lamuru, dilakukan pada waktu pagi hari untuk pengumpulan sampel daun dan penelitian di lakukan pada tanggal 5 juli. Populasi dan sampel pada penelitian ini yaitu daun jeruk nipis (Citrus aurantifolia) yang berasal di Kacamatan lamuru, Kabupaten Bone. Daun ini merupakan daun kelima sampai ke sepuluh dari setiap ranting dan merupakan daun segar. Adapun hasil pada penelitian ini yaitu daun jeruk nipis yang ada di daerah bone memiliki kandungan senyawa flavanoid dan saponin. Identifikasi dilakukan dengan menggunakan beberapa pereaksi seperti, pada uji alkaloid menggunakan tiga pereaksi yaitu uji mayer, wagner dan dragendrof memperoleh hasil negatif, pada uji flavonoid menggunakan serbuk magnesium dan larutan asam klorida memperoleh hasil positif, pada uji saponin menggunakan air (aquadest) di kocok kuat memperoleh buih/busa yang dapat bertahan lebih dari 10 menit hasil positif, sedangkan pada Tanin menggunakan Fecl3 (Besi(III) klorida) memperoleh hasil negatif. Dari penelitian ini dapat diambil kesimpulan bahwa daun jeruk nipis di daerah bone positif mengandung senyawa flavanoid dan saponin. Adapun saran saya yaitu dalam pembuatan simplisia sebaiknya sampel terlebih dahulu di bersihkan agar tidak adanya kontaminasi atau tidak terjadinya pertumbuhan jamur pada saat proses penyimpanan",2,,
83,ANALISIS FORENSIK TERHADAP KASUS CYBERBULLYING PADA INSTAGRAM DAN WHATSAPP MENGGUNAKAN METODE NATIONAL INSTITUTE OF JUSTICE (NIJ),"Dampak negatif dari kemajuan informasi dan komunikasi yang sedang meningkat pada tahun ini adalah munculnya fenomena Cyberbullying. Lembaga donasi anti-bullying, Ditch The Label pada surveinya “The Annual Bullying Survey2017”, mencatat lebih banyak anak muda yang mengalami Cyberbullyingdi Instagram dari pada platform lain sebesar 42 persen, dengan Facebook mengikuti di belakang dengan 37 persen. Snapchat berada di peringkat ketiga dengan 31 persen, sedangkanWhatsApp (12 persen), Youtube (10 persen), Twitter (9 persen),dan Tumblr (2 persen) dari Cyberbullyingyang dilaporkan. Perilaku kejahatan yang dilakukan oleh pelaku Cyberbullyingtentunya akan meninggalkan barang bukti berupa bukti digital percakapan tentang kejahatan yang dilakukan oleh pelaku dan korban. Maka dari itu perlu adanya teknik digital forensik untuk pencarian bukti digital yang valid. Pada penelitian ini, peneliti membuat skenario kasus Cyberbullyingpada aplikasi Instagram dan Whatsapp melaluiponsel. Penelitian ini bertujuan untuk mengetahui cara dalam melakukan analisis forensic dengan menerapkan metode NIJdan mengetahui analisis dari aplikasi forensikMOBILedit, Autopsy,dan FTK Imager dalampencarian bukti digital Cyberbullyingpada aplikasi InstagramdanWhatsapp. Penelitian ini menunjukkan bahwa bukti digital berhasil ditemukan hampir keseluruhan data sesuai skenario menggunakaan aplikasi Autopsy dan FTK Imager, dengan menggunakan physical imageyang diperoleh dari ekstrak MOBILeditdalam ponselkondisi root. Namun, untuk FTK Imager harus mengetahui lokasi terlebih dahulu agar lebih mudah dalam pencarian data. Dari data aplikasi MOBILedit, pada Instagram untuk video dan file yang telah dihapus tidak ditemukan, sedangkan pada WhatsApp hanya ditemukan file storage-nya",0,,
84,Menjaga Kesehatan dalam Tatanan Hidup yang Sibuk Panduan Manajemen Kesehatan untuk Profesional Aktif,"Olahraga adalah salah satu aktivitas fisik maupun psikis seseorang yang berguna untuk menjaga dan meningkatkan kualitas kesehatan seseorang setelah olahraga. Pada pekerja kantoran dengan rutinitas sangat padat dari pagi hingga larut, dihadapkan dengan deadline, mobilisasi ringan, duduk terlalu lama, otot yang kurang di latih dan posisi bekerja yang salah akan menyebabkan berbagai keluhan seperti low back pain, keluhan leher, keluhan bahu dan tidak hanya sebatas di fisik saja, akan tetapi lebih mudah terserang berbagai penyakit, yakni seperti jantung koroner, tekanan darah tinggi, diabetes miletus, stroke dll.Penelitian ini menggunakan penelitian LiteratureReviewyang merupakan salah satu metode dengan pengumpulan data pustaka, menganalisis teori, evaluasi terstruktur, pengklasifikasian dan pengkategorian evidence-based yang telah ada atau dihasilkan sebelumnya.Hasilnya menjaga kesehatan dalam tatanan hidup yang sibuk harus tetap di perhatikan, dengan cara berolahraga dan menjaga pola hidup. Memelihara gerak adalah mempertahankan hidup, meningkatkan kemampuan gerak adalah meningkatkan kualitas hidup.",3,,
85,Cyber Security: Geometri Politik Dan Dimensi Pembangunan Keamanan Dunia Era Horizontal Abad 21,"Dimensi pembangunan keamanan dunia Era Horizontal Abad 21 adalah cenderung tidak stabil dan sangat berbahaya. Hal ini didorong oleh meningkatnya aktifitas dari dua teknologi universal Era Horizontal Abad 21, yaitu teknologi siber dan senjata nuklir. Sistemkeamanan di era ini dibangun berdasarkan asumsi dasar ilmu Geometripolitik yang menekankan pada pencegahan terhadap serangan siber dan serangan senjata nuklir atas dukungan instrumen siber. Munculnya Keamanan Siber Antarbangsamerupakan hasil evolusi panjang dari bentuk dan sifat keamanan yang dihasilkan oleh interaksi manusia dan dimensi siber. Keamanan Siber Antarbangsa mencerminkanrentannya aktifitasmanusia dariserangansiber. Potensiancaman siberakan tetap ada, oleh karena itu penanggulangannya mutlak dipersiapkan. Konflik sibermenjadi salah satu sumber pemicu peperangan universal yang dapat mengancam kelangsungan hidup peradaban manusia di Era Horizontal Abad 21. Oleh karena itu, dimensi pembangunan keamanan duna Era Horizontal Abad 21 bertolak pada teknologi siber dan nuklir.",0,,
